idx,A,B,C,mu,alpha,ehomo,elumo,egap,R2,zpve,U0,U,H,G,Cv,E
2442,4.2461,0.26881,0.26684,2.0019,98.99,0.08768,-0.23473,0.32241,4194.0098,0.26144,-541.056545,-541.042352,-541.041408,-541.100944,48.266,-541.317985793
2443,4.17062,0.25866,0.25493,1.0013,99.04,0.08452,-0.23638,0.3209,4360.1618,0.261489,-541.05703,-541.042781,-541.041837,-541.100873,48.455,-541.31851924
2444,1.97918,0.3472,0.31785,3.0095,98.36,0.07583,-0.23672,0.31255,3574.2932,0.26146,-541.05638,-541.042215,-541.04127,-541.100791,48.273,-541.31783958
2445,2.26625,0.34136,0.31555,1.7962,98.6,0.08162,-0.23369,0.31531,3579.0793,0.261603,-541.058771,-541.044634,-541.04369,-541.102495,48.275,-541.320373484
2446,5.94162,0.2453,0.24167,1.1591,99.19,0.08059,-0.23733,0.31792,4540.8981,0.261367,-541.057613,-541.043165,-541.042221,-541.102919,48.461,-541.318979092
2447,3.86517,0.30631,0.29645,3.235,99.0,0.07672,-0.24647,0.32319,3789.5709,0.261349,-541.056015,-541.041925,-541.04098,-541.100728,48.055,-541.317364808
2450,5.17376,0.23549,0.23424,1.31,99.68,0.08142,-0.24914,0.33056,4700.509,0.261475,-541.060123,-541.045825,-541.044881,-541.103412,48.385,-541.321597461
2451,1.30388,0.53292,0.40607,1.3546,98.43,0.08371,-0.23569,0.3194,2860.6447,0.261623,-541.05829,-541.044329,-541.043385,-541.101369,48.011,-541.319912911
2454,2.64387,0.30461,0.28953,3.0095,98.47,0.0792,-0.2361,0.3153,3875.3466,0.261409,-541.055008,-541.040838,-541.039893,-541.099402,48.3,-541.316417265
2455,3.1404,0.2861,0.27345,1.045,99.06,0.07825,-0.23677,0.31502,4067.0091,0.261459,-541.056665,-541.042451,-541.041507,-541.101,48.27,-541.318123962
2456,2.73876,0.31118,0.29588,1.8437,99.47,0.08204,-0.24223,0.32427,3822.0849,0.261334,-541.058339,-541.044272,-541.043328,-541.102359,48.07,-541.319672365
2458,2.14613,0.31587,0.29319,1.31,98.99,0.08795,-0.24586,0.33381,3840.0076,0.261411,-541.057453,-541.043302,-541.042358,-541.101629,48.299,-541.318863533
2460,3.74472,0.26097,0.25428,1.2452,98.91,0.08223,-0.24982,0.33205,4351.3538,0.261659,-541.057562,-541.043314,-541.04237,-541.101284,48.339,-541.319221649
2461,4.41249,0.27182,0.27114,2.2205,99.39,0.07981,-0.23739,0.3172,4144.9836,0.261362,-541.057532,-541.044221,-541.043277,-541.099508,46.254,-541.318894382
2462,3.52419,0.28481,0.27513,1.1276,99.15,0.08584,-0.23321,0.31905,4066.1057,0.261516,-541.056843,-541.042657,-541.041713,-541.1012,48.294,-541.31835891
2466,3.82871,0.27191,0.26541,1.245,99.36,0.08593,-0.2339,0.31983,4195.6573,0.261419,-541.057343,-541.043176,-541.042232,-541.101218,48.295,-541.318761642
2467,2.0703,0.33085,0.30625,1.3781,98.75,0.08836,-0.24448,0.33284,3707.6914,0.261553,-541.056908,-541.042774,-541.04183,-541.101295,48.266,-541.318460649
2469,2.9544,0.3272,0.319,1.1606,97.82,0.07621,-0.23931,0.31552,3595.9625,0.261989,-541.054735,-541.040741,-541.039797,-541.098326,48.086,-541.31672389
2470,2.82626,0.28401,0.27203,2.1157,99.67,0.0871,-0.24516,0.33226,4114.4131,0.261266,-541.059596,-541.045396,-541.044452,-541.10331,48.293,-541.320862284
2471,1.63469,0.37739,0.31699,1.4949,99.8,0.09113,-0.24042,0.33155,3550.165,0.261106,-541.059983,-541.045842,-541.044898,-541.104041,48.144,-541.321088859
2474,3.3194,0.29522,0.2856,1.9047,98.72,0.08244,-0.24774,0.33018,3933.8455,0.261485,-541.055377,-541.041278,-541.040333,-541.099313,48.265,-541.316862577
2475,3.02353,0.2689,0.2602,1.0721,98.86,0.08228,-0.24914,0.33142,4274.2064,0.261616,-541.057589,-541.043313,-541.042369,-541.10177,48.342,-541.319205124
2477,2.46643,0.31192,0.2899,1.3532,98.66,0.08262,-0.2345,0.31712,3848.0071,0.261519,-541.055068,-541.040928,-541.039984,-541.099005,48.31,-541.316586859
2478,2.12244,0.33541,0.3038,1.0364,98.73,0.07693,-0.2359,0.31283,3691.8395,0.261522,-541.05662,-541.042433,-541.041489,-541.100949,48.278,-541.318142016
2480,1.31029,0.4222,0.33093,1.4353,100.13,0.09124,-0.24105,0.33229,3405.7368,0.261045,-541.062145,-541.047997,-541.047053,-541.105627,48.142,-541.323190302
2481,2.62157,0.40596,0.38704,2.0588,97.57,0.07268,-0.23633,0.30901,3013.7378,0.262119,-541.05151,-541.037767,-541.036823,-541.094269,47.901,-541.313628911
2482,3.70655,0.27932,0.27382,2.5504,98.83,0.07977,-0.24453,0.3243,4079.8447,0.261478,-541.054687,-541.040532,-541.039588,-541.099298,48.279,-541.3161648
2484,2.18319,0.35158,0.31929,3.1623,98.85,0.07993,-0.24222,0.32215,3557.3357,0.261277,-541.053663,-541.039637,-541.038693,-541.09745,48.205,-541.314939884
2485,2.35627,0.3367,0.31468,1.6784,98.66,0.08397,-0.24021,0.32418,3598.0765,0.261549,-541.058885,-541.044719,-541.043774,-541.102957,48.345,-541.320434258
2486,3.45826,0.27782,0.26763,2.2349,99.52,0.08756,-0.24474,0.3323,4153.5749,0.261288,-541.058896,-541.044635,-541.043691,-541.103442,48.3,-541.320184358
2487,3.91655,0.25079,0.2443,1.2921,99.14,0.08162,-0.24917,0.33079,4497.6894,0.261409,-541.058147,-541.043829,-541.042884,-541.102103,48.435,-541.319556056
2489,2.63881,0.28608,0.27004,1.3741,98.63,0.08227,-0.23652,0.31879,4113.0717,0.261564,-541.056373,-541.042097,-541.041152,-541.100763,48.423,-541.317936985
2495,1.65655,0.45337,0.40395,2.4733,98.49,0.08295,-0.23923,0.32218,2953.3746,0.261774,-541.060352,-541.046424,-541.04548,-541.103076,48.033,-541.32212622
2500,1.75303,0.39533,0.33964,1.7161,98.75,0.08846,-0.24118,0.32964,3358.7698,0.261345,-541.055722,-541.041684,-541.04074,-541.100257,48.124,-541.317067074
2501,4.90226,0.26106,0.25444,2.2083,99.65,0.08717,-0.24396,0.33113,4338.1401,0.261317,-541.05894,-541.044705,-541.043761,-541.103092,48.267,-541.320256535
2502,4.58224,0.28262,0.28095,2.2303,98.59,0.07482,-0.23842,0.31324,3998.3922,0.261658,-541.054537,-541.040416,-541.039472,-541.099436,48.188,-541.316194176
2503,3.46191,0.33931,0.33413,1.6223,97.75,0.07675,-0.23807,0.31482,3443.2071,0.261958,-541.052157,-541.038347,-541.037403,-541.095152,47.995,-541.314114677
2504,2.1773,0.40284,0.3791,1.7306,97.28,0.07514,-0.23562,0.31076,3090.9205,0.262236,-541.054426,-541.040659,-541.039715,-541.097176,47.985,-541.316662763
2505,2.15179,0.33626,0.30544,1.0832,98.62,0.08125,-0.24516,0.32641,3676.1332,0.261517,-541.056871,-541.042707,-541.041763,-541.101404,48.211,-541.318387245
2506,4.04033,0.25939,0.25776,0.9282,98.79,0.08222,-0.23779,0.32001,4325.2418,0.261487,-541.055985,-541.041652,-541.040708,-541.100681,48.464,-541.317471068
2507,3.48067,0.26758,0.26224,1.4042,98.74,0.08226,-0.23721,0.31947,4255.4299,0.261426,-541.056475,-541.042123,-541.041179,-541.10144,48.466,-541.317900725
2508,3.18987,0.25993,0.25067,1.1497,99.36,0.08183,-0.25163,0.33346,4413.3873,0.261396,-541.059694,-541.045316,-541.044372,-541.104103,48.401,-541.321090466
2511,3.21029,0.2622,0.25006,1.2876,99.2,0.08202,-0.23771,0.31973,4400.4313,0.261301,-541.059605,-541.045184,-541.04424,-541.104159,48.461,-541.320905826
2512,2.97287,0.28223,0.2721,0.7213,98.53,0.08394,-0.24772,0.33166,4105.6789,0.26169,-541.056416,-541.042243,-541.041299,-541.100263,48.361,-541.318105857
2514,4.13325,0.27192,0.27044,1.9626,99.36,0.08351,-0.24757,0.33108,4153.946,0.261435,-541.057418,-541.043268,-541.042324,-541.101135,48.255,-541.318853429
2515,2.39641,0.37932,0.35727,0.1214,98.24,0.08411,-0.23595,0.32006,3234.0147,0.261821,-541.054676,-541.040811,-541.039866,-541.097637,48.012,-541.316497216
2516,1.43528,0.47228,0.38589,2.0107,98.43,0.07859,-0.24241,0.321,3010.8624,0.261504,-541.057074,-541.04311,-541.042165,-541.100596,48.042,-541.318577595
2518,1.73152,0.37873,0.3268,1.5831,99.31,0.09155,-0.23987,0.33142,3474.0245,0.261186,-541.057727,-541.043596,-541.042652,-541.102553,48.162,-541.318913088
2519,2.97308,0.30271,0.28687,1.1464,98.72,0.07915,-0.23528,0.31443,3899.2943,0.261464,-541.054716,-541.040541,-541.039597,-541.098888,48.364,-541.316180197
2520,1.27193,0.56054,0.41771,2.3889,98.75,0.08726,-0.23502,0.32228,2770.6614,0.261518,-541.061292,-541.047283,-541.046339,-541.104566,48.174,-541.322809451
2521,2.91559,0.30578,0.29081,1.0731,98.47,0.08282,-0.23378,0.3166,3846.8744,0.261495,-541.053657,-541.039543,-541.038599,-541.097623,48.35,-541.315152532
2522,3.45506,0.31642,0.30543,1.6447,99.14,0.0883,-0.23583,0.32413,3704.9346,0.261484,-541.058599,-541.044538,-541.043594,-541.102785,48.191,-541.320083636
2525,3.64896,0.26256,0.25643,1.2382,98.77,0.0824,-0.23623,0.31863,4322.2715,0.261646,-541.055941,-541.041699,-541.040755,-541.099934,48.406,-541.317586844
2526,3.49049,0.28182,0.27536,0.9337,99.11,0.08295,-0.23428,0.31723,4071.8448,0.261457,-541.055912,-541.041798,-541.040854,-541.099297,48.313,-541.317368445
2527,4.59806,0.26584,0.26195,2.4204,99.34,0.0801,-0.24429,0.32439,4246.2165,0.261349,-541.056905,-541.042712,-541.041768,-541.100666,48.303,-541.318254817
2528,2.76944,0.29624,0.28405,3.0028,98.69,0.07838,-0.2372,0.31558,3947.7347,0.261535,-541.056309,-541.042158,-541.041214,-541.100478,48.226,-541.31784362
2529,1.29683,0.45493,0.35501,1.8432,99.37,0.08346,-0.24319,0.32665,3209.3829,0.261195,-541.060118,-541.045994,-541.04505,-541.104356,48.085,-541.321312891
2530,3.95051,0.28905,0.28352,2.2625,98.79,0.07915,-0.23688,0.31603,3953.7344,0.261535,-541.055362,-541.041202,-541.040257,-541.099957,48.222,-541.31689726
2531,2.4502,0.30621,0.28334,0.9657,99.45,0.08589,-0.23386,0.31975,3941.6483,0.261335,-541.05907,-541.044825,-541.043881,-541.103461,48.323,-541.320405091
2532,3.59539,0.28425,0.27126,1.9582,99.52,0.08374,-0.23994,0.32368,4073.4548,0.261323,-541.061191,-541.046895,-541.045951,-541.105553,48.355,-541.322513354
2534,3.50867,0.3129,0.29571,1.6105,99.21,0.08838,-0.23732,0.3257,3780.202,0.261551,-541.058647,-541.044635,-541.043691,-541.102312,48.138,-541.320198437
2535,1.93219,0.33355,0.29631,0.8545,99.08,0.08592,-0.23319,0.31911,3767.7757,0.261415,-541.057574,-541.043414,-541.04247,-541.101485,48.326,-541.318989257
2537,2.31851,0.35876,0.33523,0.145,98.43,0.08427,-0.2365,0.32077,3425.9101,0.26177,-541.056951,-541.043014,-541.04207,-541.100522,47.983,-541.318720502
2539,2.4134,0.3061,0.29111,2.1754,99.26,0.08114,-0.24895,0.33009,3892.9384,0.26143,-541.058992,-541.044821,-541.043877,-541.102784,48.208,-541.320422598
2540,5.3413,0.26012,0.25485,1.1334,99.34,0.08552,-0.23464,0.32016,4331.4418,0.261471,-541.056727,-541.042519,-541.041575,-541.100988,48.275,-541.318198121
2542,3.09805,0.30199,0.28681,1.4692,98.73,0.08275,-0.23531,0.31806,3880.3684,0.261495,-541.057133,-541.042863,-541.041919,-541.102511,48.392,-541.318628324
2544,2.22343,0.35912,0.33289,2.3974,99.07,0.07923,-0.23986,0.31909,3438.2623,0.261469,-541.058549,-541.044521,-541.043577,-541.101838,48.194,-541.3200178
2545,3.65388,0.3526,0.34926,1.8773,97.33,0.07162,-0.23698,0.3086,3310.4032,0.262334,-541.051231,-541.037549,-541.036605,-541.093688,47.829,-541.313564976
2547,4.85901,0.25954,0.2569,2.0628,99.68,0.08794,-0.24365,0.33159,4327.4596,0.261344,-541.058795,-541.044572,-541.043628,-541.102878,48.271,-541.320138723
2549,2.78415,0.27289,0.25564,0.9331,100.42,0.0873,-0.24516,0.33246,4321.6591,0.261099,-541.063432,-541.049112,-541.048168,-541.107027,48.291,-541.324530752
2551,3.64304,0.26996,0.26355,1.3561,99.5,0.08712,-0.24604,0.33316,4235.7804,0.26141,-541.058995,-541.044809,-541.043864,-541.102653,48.253,-541.320405446
2552,2.44274,0.34744,0.3269,1.2661,97.75,0.07622,-0.23893,0.31515,3497.3143,0.262036,-541.054679,-541.040708,-541.039764,-541.098137,48.068,-541.31671423
2554,2.78015,0.29417,0.28332,1.2747,99.41,0.0883,-0.24422,0.33252,3987.5851,0.261328,-541.059111,-541.044884,-541.04394,-541.103781,48.304,-541.320439102
2555,2.63518,0.3572,0.337,1.6707,98.22,0.07961,-0.23812,0.31773,3397.7566,0.26185,-541.054756,-541.040885,-541.039941,-541.097836,47.991,-541.316606349
2556,3.01091,0.32878,0.32394,2.1662,97.81,0.07513,-0.24087,0.316,3560.2765,0.262008,-541.054525,-541.040543,-541.039598,-541.097907,48.092,-541.316533131
2557,4.68808,0.27308,0.27052,1.1925,98.72,0.07999,-0.2351,0.31509,4122.8786,0.261501,-541.053214,-541.039099,-541.038155,-541.097164,48.336,-541.314715579
2559,4.86111,0.23905,0.23862,1.1804,99.47,0.08082,-0.24955,0.33037,4630.9417,0.261328,-541.059717,-541.045275,-541.044331,-541.104682,48.413,-541.321044795
2565,5.49473,0.23909,0.23487,1.3016,99.49,0.0808,-0.24872,0.32952,4655.3921,0.261342,-541.05969,-541.045276,-541.044332,-541.104027,48.417,-541.32103212
2569,4.50571,0.245,0.24446,1.3955,99.17,0.0816,-0.24851,0.33011,4531.2397,0.261496,-541.058073,-541.043788,-541.042844,-541.101835,48.402,-541.319569162
2570,1.85557,0.33329,0.29789,0.9149,99.17,0.08185,-0.24602,0.32787,3772.7712,0.261427,-541.059173,-541.044985,-541.04404,-541.103303,48.204,-541.320599963
2571,2.81067,0.29576,0.28427,2.0514,99.05,0.08026,-0.24495,0.32521,3956.521,0.261487,-541.057308,-541.043195,-541.042251,-541.100908,48.235,-541.318794588
2573,2.58993,0.64713,0.58635,4.3425,90.15,0.00444,-0.21445,0.21889,1953.8073,0.16026,-515.303528,-515.293453,-515.292508,-515.340528,37.724,-515.46378794
2574,3.55405,0.51309,0.44963,2.9191,90.76,-0.00688,-0.22786,0.22098,2330.6857,0.160395,-515.31152,-515.301359,-515.300414,-515.348837,37.675,-515.471914866
2576,3.5712,0.50418,0.45078,4.2182,91.45,-0.00015,-0.21942,0.21927,2355.8165,0.160301,-515.30263,-515.292517,-515.291572,-515.339794,37.607,-515.462931019
2577,2.54881,0.64631,0.58437,2.7096,89.11,-0.00665,-0.22557,0.21892,1946.2148,0.16083,-515.310238,-515.300379,-515.299435,-515.346652,37.413,-515.471067416
2595,1.91888,0.66619,0.62593,3.365,78.7,-0.03945,-0.26071,0.22126,1956.225,0.190429,-611.745062,-611.732917,-611.731973,-611.782766,45.095,-611.935491003
2596,1.64111,0.76964,0.67055,1.4367,77.68,-0.06266,-0.25889,0.19623,1835.7327,0.190922,-611.731291,-611.719093,-611.718149,-611.76913,45.12,-611.922212943
2597,1.70244,0.70942,0.65321,6.1891,78.54,-0.02207,-0.23939,0.21732,1913.3887,0.188697,-611.732791,-611.719723,-611.718779,-611.772141,46.926,-611.921487862
2598,1.93613,0.64266,0.58516,1.636,78.85,-0.04513,-0.26592,0.22079,2025.2982,0.190796,-611.744898,-611.73282,-611.731876,-611.782839,44.765,-611.935694437
2599,1.84513,0.71419,0.5797,0.2266,79.25,-0.0492,-0.2625,0.2133,1977.2176,0.191339,-611.749811,-611.738148,-611.737204,-611.787037,43.96,-611.941150815
2600,1.248,1.0685,0.75318,2.1131,78.14,-0.05782,-0.25881,0.20099,1676.5302,0.191454,-611.737099,-611.725415,-611.724471,-611.773635,44.421,-611.928553172
2601,1.66284,0.74698,0.66506,2.5,77.8,-0.02603,-0.2553,0.22927,1871.1409,0.190723,-611.738781,-611.726811,-611.725867,-611.77633,44.85,-611.929503277
2602,2.19028,0.58379,0.51991,1.9755,79.58,-0.05104,-0.25707,0.20603,2186.0483,0.189713,-611.738345,-611.725856,-611.724912,-611.777714,45.323,-611.928057993
2603,1.39706,0.95032,0.85097,0.5777,77.55,-0.05838,-0.26899,0.21061,1624.8743,0.191902,-611.741528,-611.729947,-611.729003,-611.778239,43.909,-611.933430772
2604,1.84453,0.67949,0.56303,2.1876,78.32,-0.05893,-0.25985,0.20092,2018.2531,0.189643,-611.736321,-611.723864,-611.72292,-611.774759,45.881,-611.925963934
2605,2.33787,0.56101,0.53591,2.4978,78.86,-0.04305,-0.26658,0.22353,2162.3794,0.189871,-611.742704,-611.730299,-611.729354,-611.781109,45.527,-611.932575777
2606,2.26354,0.58371,0.53509,4.1373,79.62,-0.0355,-0.25904,0.22354,2150.4393,0.190023,-611.745446,-611.733116,-611.732172,-611.783637,45.399,-611.935468987
2607,1.74158,0.63327,0.59808,1.1378,78.3,-0.05418,-0.26719,0.21301,2036.1882,0.190084,-611.739241,-611.726931,-611.725987,-611.777563,45.46,-611.92932486
2608,1.55684,0.70678,0.60521,2.5311,77.99,-0.03393,-0.25579,0.22186,1989.1607,0.19019,-611.742718,-611.730422,-611.729478,-611.781357,45.139,-611.932907774
2609,1.57299,0.76267,0.61005,2.6976,78.36,-0.05743,-0.25948,0.20205,1926.2089,0.189995,-611.734545,-611.722369,-611.721425,-611.772761,45.265,-611.924539765
2610,1.88809,0.64974,0.60303,4.252,78.77,-0.03414,-0.25101,0.21687,1994.9504,0.189227,-611.735903,-611.723271,-611.722327,-611.774486,46.107,-611.925130267
2611,2.26513,0.57607,0.52623,1.2621,79.34,-0.04437,-0.26345,0.21908,2171.8856,0.190803,-611.745372,-611.733358,-611.732414,-611.783288,44.496,-611.936175386
2612,2.06274,0.56652,0.54359,2.6297,78.93,-0.03676,-0.25738,0.22062,2166.5115,0.190248,-611.744635,-611.732402,-611.731458,-611.783019,45.127,-611.934882771
2613,1.40075,0.88587,0.79373,2.2564,78.46,-0.03783,-0.26204,0.22421,1706.627,0.190971,-611.743506,-611.731704,-611.73076,-611.780588,44.442,-611.934476792
2614,1.83506,0.67175,0.54934,2.388,78.57,-0.03991,-0.26863,0.22872,2047.7876,0.189826,-611.741923,-611.72955,-611.728606,-611.780062,45.76,-611.931749208
2615,1.32676,0.96608,0.6576,4.5798,78.99,-0.00751,-0.2413,0.23379,1798.438,0.189044,-611.723185,-611.710648,-611.709703,-611.761397,46.296,-611.912229094
2616,1.67843,0.66098,0.59527,1.4496,78.61,-0.06071,-0.25986,0.19915,2014.6058,0.190263,-611.737547,-611.725308,-611.724364,-611.775673,45.369,-611.927809995
2617,1.98409,0.64867,0.5445,2.4491,78.51,-0.04397,-0.2625,0.21853,2068.2189,0.190186,-611.74327,-611.731125,-611.730181,-611.781295,45.132,-611.933456881
2618,1.52119,0.72489,0.62197,3.4026,78.17,-0.03438,-0.25619,0.22181,1970.731,0.189059,-611.738174,-611.72528,-611.724336,-611.77739,46.452,-611.927232656
2619,1.86965,0.62191,0.56839,2.006,79.04,-0.0604,-0.26255,0.20215,2080.8159,0.190728,-611.742613,-611.73067,-611.729726,-611.780622,44.488,-611.933340548
2620,1.34915,0.85836,0.64154,2.6243,77.99,-0.06019,-0.26105,0.20086,1864.8345,0.190255,-611.737771,-611.72558,-611.724636,-611.775878,45.244,-611.928026137
2621,1.79554,0.67682,0.63003,4.6603,78.58,-0.03797,-0.25753,0.21956,1951.0915,0.189764,-611.73882,-611.726367,-611.725423,-611.777134,45.729,-611.928583451
2622,1.46992,0.77206,0.713,1.3624,77.61,-0.03973,-0.25949,0.21976,1831.5131,0.189819,-611.739035,-611.726525,-611.725581,-611.778015,45.44,-611.928853985
2623,1.86704,0.70636,0.67651,3.1495,78.14,-0.03941,-0.2615,0.22209,1858.3732,0.191317,-611.74442,-611.732705,-611.73176,-611.781638,44.054,-611.935737834
2624,1.73009,0.7229,0.60054,3.9485,78.29,-0.03771,-0.25116,0.21345,1955.8031,0.190245,-611.737252,-611.725038,-611.724094,-611.775158,45.302,-611.927497512
2625,1.36704,0.97277,0.8195,3.8957,78.1,-0.02746,-0.25314,0.22568,1652.245,0.190799,-611.743283,-611.731371,-611.730427,-611.780326,44.693,-611.934081439
2627,1.84233,0.69771,0.56658,2.0641,78.79,-0.0486,-0.25492,0.20632,2008.9102,0.190049,-611.739086,-611.72685,-611.725905,-611.776963,45.53,-611.929135038
2628,1.3774,0.84341,0.59347,4.5317,78.2,-0.05537,-0.25635,0.20098,1926.1564,0.189444,-611.732208,-611.719538,-611.718594,-611.770965,46.366,-611.921651777
2629,1.9142,0.68155,0.52174,2.372,79.08,-0.05032,-0.25488,0.20456,2095.6976,0.190337,-611.74323,-611.731211,-611.730267,-611.781185,44.933,-611.933566744
2631,2.01071,0.57628,0.56663,2.5579,79.7,-0.03776,-0.25731,0.21955,2138.8266,0.189102,-611.740417,-611.72761,-611.726666,-611.779581,46.318,-611.929518915
2632,1.50104,0.78145,0.64754,4.1685,77.84,-0.03108,-0.25508,0.224,1888.5464,0.189675,-611.741168,-611.728639,-611.727694,-611.779883,45.835,-611.930843316
2633,1.92705,0.6328,0.5936,6.7005,78.84,-0.02257,-0.25063,0.22806,2029.2145,0.189052,-611.733005,-611.720239,-611.719295,-611.772504,46.322,-611.922056814
2634,1.72732,0.69221,0.63606,5.147,78.54,-0.02643,-0.24631,0.21988,1935.867,0.189345,-611.736576,-611.723827,-611.722883,-611.776036,46.17,-611.925920555
2635,2.02523,0.68268,0.61022,2.4117,78.78,-0.0393,-0.26576,0.22646,1942.5514,0.191468,-611.746556,-611.734839,-611.733895,-611.78435,44.031,-611.938024056
2636,1.94727,0.62762,0.54841,3.591,79.11,-0.04345,-0.26103,0.21758,2107.7148,0.189824,-611.740232,-611.72784,-611.726896,-611.778819,45.608,-611.93005606
2637,2.35981,0.58308,0.53565,2.2065,78.79,-0.04958,-0.2551,0.20552,2130.7765,0.19053,-611.746692,-611.734673,-611.733729,-611.784559,44.673,-611.937221967
2638,1.54894,0.77674,0.75905,6.1494,78.26,-0.0268,-0.24108,0.21428,1775.1376,0.189689,-611.73519,-611.722609,-611.721664,-611.773363,46.127,-611.924878529
2639,1.7752,0.62991,0.57394,2.6405,79.04,-0.05034,-0.26064,0.2103,2066.5537,0.189735,-611.734664,-611.722263,-611.721319,-611.773372,45.628,-611.924398459
2640,1.67326,0.75127,0.57071,3.2812,78.61,-0.04488,-0.26036,0.21548,1989.7909,0.189873,-611.742094,-611.729847,-611.728903,-611.780082,45.521,-611.931967292
2641,2.09017,0.67061,0.60879,4.0075,79.13,-0.03543,-0.25683,0.2214,1958.1623,0.189829,-611.742263,-611.729869,-611.728924,-611.780335,45.546,-611.932091707
2642,1.68097,0.71392,0.57757,2.5797,79.19,-0.03914,-0.2636,0.22446,1995.3444,0.190391,-611.740492,-611.72833,-611.727386,-611.778932,45.122,-611.930882505
2643,2.34981,0.57533,0.54707,1.6873,78.75,-0.04683,-0.25928,0.21245,2134.6107,0.189909,-611.742546,-611.730105,-611.72916,-611.781288,45.52,-611.932455322
2644,1.40344,0.83906,0.66892,3.3996,78.65,-0.04632,-0.25353,0.20721,1849.4405,0.188964,-611.729196,-611.716294,-611.71535,-611.768102,46.778,-611.918159855
2645,1.73894,0.61905,0.58585,5.2218,79.47,-0.04019,-0.25096,0.21077,2090.446,0.188694,-611.731145,-611.718156,-611.717212,-611.770922,46.702,-611.919838641
2646,1.57436,0.78991,0.60091,1.2176,78.52,-0.0474,-0.27263,0.22523,1929.4222,0.190994,-611.744744,-611.732903,-611.731958,-611.782184,44.481,-611.935737642
2647,1.93624,0.64454,0.59859,3.4475,79.21,-0.0413,-0.25979,0.21849,2006.9775,0.190264,-611.743986,-611.731703,-611.730758,-611.781947,45.388,-611.934249927
2649,1.41597,0.83214,0.59807,2.9572,78.14,-0.03624,-0.25882,0.22258,1934.2662,0.189666,-611.738256,-611.725689,-611.724745,-611.777674,45.768,-611.927921681
2650,1.92579,0.6446,0.57419,3.0587,79.53,-0.0313,-0.25869,0.22739,2048.4113,0.189072,-611.735253,-611.722505,-611.72156,-611.774207,46.325,-611.924325031
2651,1.92636,0.66709,0.5136,2.5987,78.96,-0.04323,-0.26015,0.21692,2112.9746,0.190238,-611.743829,-611.73175,-611.730805,-611.782281,44.921,-611.934066134
2652,2.14467,0.63258,0.56615,1.33,78.7,-0.04857,-0.26048,0.21191,2038.9579,0.190849,-611.743069,-611.731136,-611.730192,-611.780924,44.536,-611.933918459
2653,1.75755,0.66704,0.60611,3.0682,78.36,-0.03913,-0.26678,0.22765,1980.8506,0.189682,-611.730785,-611.718355,-611.717411,-611.76903,45.826,-611.920467025
2654,2.2245,0.62256,0.58292,2.2134,79.01,-0.04034,-0.26607,0.22573,2034.2669,0.191187,-611.747856,-611.736055,-611.735111,-611.785684,44.07,-611.939043541
2655,1.35672,0.90728,0.668,4.9516,78.48,-0.01797,-0.23876,0.22079,1819.4465,0.189721,-611.734371,-611.722038,-611.721094,-611.772347,45.787,-611.924091823
2656,1.89321,0.66091,0.55238,2.3689,78.65,-0.04152,-0.26636,0.22484,2044.6554,0.190558,-611.74072,-611.728654,-611.72771,-611.778602,44.884,-611.93127785
2657,1.81538,0.66978,0.62044,1.9337,78.13,-0.04465,-0.25164,0.20699,1968.2997,0.190443,-611.739441,-611.727164,-611.72622,-611.777812,45.204,-611.929883812
2658,2.03731,0.60783,0.56742,1.1756,79.08,-0.04615,-0.25503,0.20888,2079.7877,0.190316,-611.741393,-611.729172,-611.728228,-611.779832,45.16,-611.931708731
2660,1.62227,0.72194,0.60299,2.3494,78.98,-0.04305,-0.26582,0.22277,1973.075,0.189834,-611.740897,-611.728476,-611.727532,-611.779095,45.85,-611.930731332
2661,1.74032,0.69756,0.61022,2.8538,78.68,-0.04415,-0.25813,0.21398,1969.2226,0.190395,-611.744538,-611.73255,-611.731606,-611.782422,44.814,-611.934932583
2663,1.52014,0.88571,0.76513,3.08,78.61,-0.02583,-0.25748,0.23165,1693.4164,0.190308,-611.731197,-611.718993,-611.718049,-611.768607,45.541,-611.921505019
2664,1.6927,0.69507,0.58753,5.7989,79.15,-0.02465,-0.25437,0.22972,2010.559,0.188918,-611.733012,-611.720223,-611.719279,-611.772194,46.394,-611.921929801
2665,1.56512,0.79561,0.68081,1.308,77.83,-0.04603,-0.25751,0.21148,1824.2092,0.190262,-611.73689,-611.724533,-611.723588,-611.775133,45.574,-611.927152637
2666,1.65581,0.74809,0.64169,2.7932,78.74,-0.03887,-0.26144,0.22257,1899.7139,0.189962,-611.740991,-611.728551,-611.727607,-611.779208,45.766,-611.930953533
2667,2.01906,0.61035,0.5624,4.8616,79.13,-0.03058,-0.25917,0.22859,2091.601,0.189703,-611.741463,-611.728975,-611.728031,-611.780251,45.597,-611.931165813
2668,1.33157,0.85954,0.63511,3.0347,79.25,-0.05617,-0.2542,0.19803,1881.7873,0.189606,-611.731359,-611.718965,-611.718021,-611.770131,45.54,-611.920964514
2669,1.67116,0.69738,0.60282,2.6993,78.91,-0.04519,-0.25787,0.21268,1980.37,0.19022,-611.740334,-611.728088,-611.727144,-611.778812,45.145,-611.930554241
2670,1.68061,0.70207,0.63157,5.1631,78.52,-0.02221,-0.23937,0.21716,1955.3154,0.189017,-611.735682,-611.722977,-611.722033,-611.774508,46.294,-611.924698558
