idx,A,B,C,mu,alpha,ehomo,elumo,egap,R2,zpve,U0,U,H,G,Cv,E
889,2.12865,0.55448,0.49017,4.1456,94.9,0.03497,-0.24432,0.27929,2398.2275,0.246402,-444.83695,-444.824382,-444.823438,-444.876889,44.552,-445.083352856
890,1.83188,0.61303,0.49462,3.6905,94.59,0.03142,-0.24571,0.27713,2363.4789,0.245918,-444.839011,-444.826315,-444.825371,-444.87955,44.678,-445.084928956
892,1.6187,0.58645,0.44925,4.1266,95.35,0.03415,-0.24686,0.28101,2525.0462,0.245946,-444.839618,-444.826931,-444.825987,-444.880143,44.629,-445.085563423
893,2.19204,0.46857,0.41782,4.3096,95.05,0.03184,-0.24243,0.27427,2728.5761,0.246125,-444.834619,-444.821892,-444.820948,-444.875073,44.627,-445.080744732
894,1.75473,0.68599,0.56078,3.6243,94.4,0.03106,-0.25048,0.28154,2175.2172,0.246356,-444.841629,-444.829133,-444.828189,-444.881065,44.49,-445.087984851
895,1.90618,0.54956,0.46797,3.7016,94.73,0.03405,-0.24741,0.28146,2498.8736,0.24606,-444.840557,-444.827877,-444.826933,-444.881864,44.572,-445.086617026
898,1.80907,0.64297,0.53098,3.7014,94.19,0.03158,-0.24561,0.27719,2252.7213,0.246131,-444.837465,-444.824873,-444.823929,-444.877714,44.574,-445.083596021
899,2.17965,0.49196,0.43885,3.7341,94.68,0.03271,-0.24632,0.27903,2642.3774,0.246174,-444.840508,-444.827864,-444.82692,-444.880513,44.605,-445.086681746
900,2.2196,0.49064,0.44423,3.6916,94.8,0.03377,-0.24542,0.27919,2616.4766,0.246161,-444.839674,-444.827005,-444.826061,-444.880116,44.604,-445.085835663
905,2.1999,0.52421,0.47232,3.7186,94.29,0.0329,-0.24623,0.27913,2483.9272,0.246236,-444.839038,-444.826419,-444.825475,-444.879346,44.549,-445.085273656
907,2.1798,0.49192,0.43883,3.734,94.68,0.0327,-0.24633,0.27903,2642.5089,0.246174,-444.840508,-444.827864,-444.82692,-444.880513,44.604,-445.086681741
908,3.66663,0.4275,0.41673,3.8104,95.11,0.03411,-0.24578,0.27989,2740.4938,0.246382,-444.835395,-444.822791,-444.821847,-444.876966,44.469,-445.081776749
909,2.19397,0.49378,0.4472,3.7049,94.83,0.03368,-0.24558,0.27926,2610.1088,0.2461,-444.839748,-444.827064,-444.82612,-444.880425,44.623,-445.085847305
910,2.24351,0.54904,0.5314,3.7097,93.87,0.03166,-0.24691,0.27857,2308.0211,0.246395,-444.835208,-444.822676,-444.821732,-444.875275,44.508,-445.081602196
915,3.14892,0.41591,0.3921,4.3835,95.2,0.03215,-0.24242,0.27457,2862.044,0.246,-444.834625,-444.821811,-444.820867,-444.875496,44.683,-445.08062556
920,3.14874,0.41592,0.3921,4.3835,95.2,0.03215,-0.24242,0.27457,2862.028,0.246,-444.834626,-444.821811,-444.820867,-444.875495,44.683,-445.080625551
925,2.11242,0.50888,0.46162,3.734,95.03,0.03466,-0.24648,0.28114,2548.6263,0.246206,-444.839745,-444.827088,-444.826144,-444.880821,44.526,-445.085950889
926,2.90133,0.5029,0.47145,3.6757,94.23,0.03167,-0.24689,0.27856,2467.1658,0.246381,-444.835131,-444.822602,-444.821658,-444.875068,44.514,-445.081512125
927,3.31183,0.41742,0.40578,3.8582,95.32,0.03401,-0.24538,0.27939,2824.5827,0.246262,-444.839457,-444.826817,-444.825872,-444.879881,44.535,-445.085718349
928,1.50815,0.89003,0.63265,3.7431,93.85,0.03078,-0.24856,0.27934,1923.6746,0.246451,-444.834996,-444.822548,-444.821604,-444.874994,44.474,-445.081447243
929,2.42346,0.49032,0.45412,3.57,94.09,0.03024,-0.24689,0.27713,2599.1187,0.246107,-444.839708,-444.827025,-444.826081,-444.879452,44.716,-445.085814644
931,2.32901,0.46737,0.41188,3.6801,95.31,0.03376,-0.24686,0.28062,2765.6665,0.245827,-444.84211,-444.82934,-444.828396,-444.883319,44.689,-445.087937829
932,2.23695,0.46428,0.40637,4.324,95.18,0.0323,-0.24269,0.27499,2771.5047,0.245932,-444.834576,-444.821739,-444.820794,-444.87556,44.74,-445.080508401
935,2.24344,0.56715,0.50329,3.6784,93.88,0.03241,-0.24648,0.27889,2337.1865,0.246508,-444.837551,-444.825065,-444.824121,-444.87768,44.409,-445.084059099
937,1.69313,0.70461,0.57347,3.7195,94.11,0.03112,-0.24581,0.27693,2131.8089,0.246304,-444.837156,-444.824663,-444.823718,-444.877226,44.49,-445.083459198
939,1.74244,0.79654,0.61662,3.5996,93.88,0.03007,-0.25077,0.28084,1987.6463,0.246687,-444.840194,-444.827822,-444.826878,-444.879269,44.346,-445.086880694
940,2.51197,0.49215,0.4828,3.7418,94.55,0.03383,-0.2455,0.27933,2487.0403,0.24631,-444.838307,-444.825711,-444.824767,-444.879199,44.49,-445.08461631
941,2.23677,0.4643,0.40639,4.3239,95.18,0.03229,-0.24268,0.27497,2771.4451,0.245933,-444.834576,-444.821738,-444.820794,-444.875557,44.74,-445.080508393
943,1.65626,0.73108,0.54057,3.6122,93.88,0.03206,-0.24649,0.27855,2155.2447,0.246372,-444.835804,-444.823258,-444.822314,-444.87574,44.538,-445.082175913
948,1.98537,0.60189,0.51684,4.1391,94.58,0.03295,-0.24669,0.27964,2287.3784,0.246337,-444.836751,-444.824295,-444.823351,-444.876727,44.416,-445.083087753
950,1.52424,0.63385,0.50451,4.3353,95.52,0.03573,-0.24527,0.281,2351.8385,0.246187,-444.835838,-444.823243,-444.822299,-444.875861,44.551,-445.082025166
956,1.92641,0.58616,0.52852,3.7314,94.26,0.03394,-0.24739,0.28133,2303.8821,0.246336,-444.838939,-444.826409,-444.825465,-444.879915,44.445,-445.085274565
959,2.36686,0.53231,0.48296,3.7268,94.08,0.03172,-0.2468,0.27852,2426.041,0.246639,-444.834901,-444.822474,-444.82153,-444.874375,44.406,-445.08154029
961,3.57923,0.42454,0.40635,4.4573,95.05,0.03259,-0.2423,0.27489,2774.6413,0.24619,-444.833021,-444.820305,-444.819361,-444.873582,44.617,-445.079211189
969,1.83604,0.8944,0.75422,2.5019,69.94,0.04482,-0.25633,0.30115,1631.6902,0.187209,-573.633276,-573.622128,-573.621184,-573.669737,41.392,-573.820485459
970,1.51716,1.01805,0.72242,3.9411,70.09,0.05083,-0.25478,0.30561,1643.518,0.185965,-573.627987,-573.61639,-573.615446,-573.665037,42.706,-573.813952057
971,1.86706,0.78785,0.73672,1.5729,70.27,0.05318,-0.24056,0.29374,1721.0801,0.185184,-573.628137,-573.616121,-573.615176,-573.665779,43.437,-573.813321129
972,2.41124,0.68931,0.60548,1.7929,70.27,0.0522,-0.26028,0.31248,1879.7972,0.186566,-573.632907,-573.621543,-573.620599,-573.669865,42.026,-573.819472648
973,2.93492,0.69769,0.65864,1.8246,70.28,0.05466,-0.25717,0.31183,1779.127,0.188003,-573.642578,-573.631973,-573.631029,-573.678321,40.192,-573.830580919
974,1.4481,1.16992,1.01744,5.302,69.49,0.02318,-0.24931,0.27249,1406.7843,0.188456,-573.633396,-573.622825,-573.621881,-573.66848,40.777,-573.821851229
975,2.21394,0.6823,0.6611,2.9092,70.6,0.05228,-0.25267,0.30495,1847.9701,0.185024,-573.627965,-573.615859,-573.614915,-573.665831,43.461,-573.812989472
976,2.17176,0.76383,0.62815,3.7468,70.71,0.04105,-0.25026,0.29131,1809.8888,0.186003,-573.629646,-573.618121,-573.617177,-573.666964,42.497,-573.815649139
977,1.56277,0.91668,0.76865,3.5393,70.53,0.04397,-0.25027,0.29424,1655.6137,0.185479,-573.625459,-573.613586,-573.612642,-573.663128,42.967,-573.810937846
978,2.45041,0.72389,0.62239,4.5171,70.83,0.03953,-0.25064,0.29017,1830.3545,0.186051,-573.632633,-573.621173,-573.620229,-573.669722,42.355,-573.818684327
979,3.16196,0.62924,0.59282,3.8365,70.58,0.04315,-0.25042,0.29357,1921.8918,0.186825,-573.637575,-573.626422,-573.625478,-573.674104,41.586,-573.824400711
980,2.08044,0.75852,0.70538,2.1456,69.89,0.04393,-0.26291,0.30684,1732.1247,0.187361,-573.634778,-573.623719,-573.622775,-573.671267,41.354,-573.82213908
981,1.92759,0.73621,0.67567,2.4198,70.29,0.05158,-0.25641,0.30799,1808.1868,0.185677,-573.6311,-573.619292,-573.618348,-573.668672,42.921,-573.816776456
982,1.4329,1.21511,0.90398,5.2271,69.66,0.02123,-0.24545,0.26668,1454.9866,0.18769,-573.628648,-573.617805,-573.616861,-573.664442,41.258,-573.816338041
983,1.88154,0.93546,0.71251,3.2972,70.4,0.04648,-0.254,0.30048,1639.4951,0.187787,-573.639723,-573.628936,-573.627992,-573.675607,40.809,-573.827509921
984,2.2799,0.7173,0.65776,4.6117,70.33,0.04283,-0.25268,0.29551,1800.5334,0.186679,-573.633534,-573.622292,-573.621348,-573.67038,41.837,-573.82021306
985,1.93513,0.84977,0.713,2.2016,70.38,0.05576,-0.24457,0.30033,1686.6647,0.186114,-573.631108,-573.619515,-573.618571,-573.668486,42.478,-573.817222313
986,2.9277,0.61683,0.57694,1.4827,70.59,0.05207,-0.25706,0.30913,1971.2212,0.186444,-573.633813,-573.62243,-573.621485,-573.670854,42.039,-573.820256771
987,1.53455,1.1034,0.87808,5.8264,69.91,0.03745,-0.24322,0.28067,1488.4222,0.186732,-573.626273,-573.615,-573.614055,-573.662429,42.137,-573.813004229
988,1.92166,0.77593,0.72012,0.5982,70.52,0.048,-0.2456,0.2936,1737.6182,0.18485,-573.622469,-573.610292,-573.609347,-573.66039,43.59,-573.807318903
989,1.9068,0.80476,0.70021,4.2465,70.73,0.04635,-0.24942,0.29577,1730.9379,0.185218,-573.62353,-573.611669,-573.610724,-573.660994,43.18,-573.808747276
990,2.11238,0.81661,0.65899,3.3955,70.9,0.02852,-0.25543,0.28395,1742.895,0.18655,-573.631881,-573.620674,-573.61973,-573.668564,41.905,-573.818430935
991,2.20921,0.78382,0.66929,1.8121,70.41,0.04543,-0.25055,0.29598,1742.6472,0.186764,-573.632846,-573.621649,-573.620704,-573.66974,41.762,-573.819609499
992,1.96155,0.8835,0.70369,4.5445,70.54,0.04069,-0.24692,0.28761,1671.461,0.186345,-573.631161,-573.619682,-573.618738,-573.668328,42.213,-573.817505866
993,2.1251,0.75827,0.69455,4.2419,70.14,0.04548,-0.25298,0.29846,1746.4945,0.185024,-573.625724,-573.613622,-573.612678,-573.66333,43.648,-573.810748258
994,2.14402,0.81751,0.65872,2.472,70.72,0.05092,-0.24483,0.29575,1741.7072,0.186423,-573.634124,-573.622816,-573.621871,-573.670867,42.048,-573.82054763
995,2.20285,0.72881,0.6505,4.8216,70.38,0.03675,-0.24899,0.28574,1807.252,0.186058,-573.629998,-573.618414,-573.61747,-573.667046,42.611,-573.816055998
996,2.15171,0.87607,0.83366,4.5718,69.99,0.03927,-0.25458,0.29385,1545.7189,0.188013,-573.640246,-573.629558,-573.628614,-573.675851,40.563,-573.828258224
997,1.5339,0.93553,0.76396,3.9779,70.22,0.04685,-0.24721,0.29406,1652.4475,0.185328,-573.627028,-573.615061,-573.614117,-573.665017,43.165,-573.812355298
998,1.90392,0.73265,0.67364,5.1322,70.35,0.03923,-0.24929,0.28852,1814.9744,0.185412,-573.629646,-573.617735,-573.616791,-573.667395,43.04,-573.815057552
999,1.75003,0.89784,0.70617,3.1167,70.02,0.05331,-0.26053,0.31384,1679.3846,0.186015,-573.630295,-573.61863,-573.617686,-573.667287,42.896,-573.816310128
1000,1.85934,0.78363,0.70881,5.0497,70.23,0.04033,-0.24577,0.2861,1743.3775,0.185786,-573.630169,-573.618439,-573.617495,-573.667445,42.761,-573.815955031
1001,2.5446,0.7387,0.6471,4.4628,70.25,0.04142,-0.25227,0.29369,1779.0722,0.187428,-573.631806,-573.620864,-573.61992,-573.668095,41.257,-573.819233765
1002,2.62796,0.68771,0.63715,2.3757,70.66,0.04813,-0.25259,0.30072,1834.2644,0.186288,-573.633678,-573.62222,-573.621275,-573.670611,42.223,-573.819966072
1003,2.23898,0.77746,0.68979,5.089,70.14,0.0392,-0.24812,0.28732,1722.2594,0.187221,-573.633706,-573.622698,-573.621753,-573.670334,41.196,-573.820927045
1004,1.92511,0.7915,0.70313,3.1236,70.35,0.04808,-0.252,0.30008,1735.1999,0.186193,-573.632204,-573.620664,-573.61972,-573.669267,42.319,-573.818397138
1005,2.22002,0.68561,0.66326,1.0253,70.62,0.05446,-0.25099,0.30545,1842.9003,0.184742,-573.627522,-573.615245,-573.6143,-573.66555,43.778,-573.812263703
1006,2.32739,0.80174,0.73803,3.1977,69.82,0.03258,-0.25343,0.28601,1651.2084,0.187668,-573.631385,-573.620481,-573.619537,-573.667559,41.101,-573.819052729
1007,2.4576,0.71478,0.61451,3.2217,70.37,0.04103,-0.25244,0.29347,1844.36,0.186353,-573.633233,-573.621862,-573.620917,-573.670225,42.109,-573.819586092
1008,2.46468,0.72169,0.62029,5.152,70.52,0.04405,-0.25002,0.29407,1833.1774,0.186163,-573.632494,-573.620975,-573.620031,-573.669507,42.394,-573.818656747
1009,2.1042,0.74726,0.66247,4.6904,70.23,0.03299,-0.25332,0.28631,1788.2592,0.185997,-573.628716,-573.617164,-573.61622,-573.665799,42.636,-573.814712917
1010,1.93404,0.86735,0.70162,1.9195,70.23,0.04892,-0.25698,0.3059,1683.7745,0.187093,-573.632556,-573.621395,-573.62045,-573.669313,41.395,-573.819648697
1011,2.2156,0.74288,0.61922,2.6186,70.52,0.05668,-0.25535,0.31203,1832.8569,0.186061,-573.631201,-573.619637,-573.618693,-573.668234,42.652,-573.817262164
1012,1.82727,0.87425,0.63415,2.0201,70.6,0.03086,-0.25462,0.28548,1761.7008,0.186693,-573.628754,-573.617535,-573.616591,-573.665644,41.721,-573.815447358
1013,1.85607,0.73308,0.68486,3.2382,70.34,0.03924,-0.2484,0.28764,1808.4832,0.184923,-573.622291,-573.610159,-573.609215,-573.660655,43.526,-573.807213589
1014,1.76495,1.00916,0.83541,2.2432,69.77,0.02525,-0.25452,0.27977,1514.9726,0.186347,-573.625261,-573.613789,-573.612845,-573.66179,42.702,-573.811607205
1015,2.35035,0.76703,0.64188,5.6918,70.47,0.03443,-0.23782,0.27225,1774.3927,0.186186,-573.623421,-573.611839,-573.610895,-573.660762,42.455,-573.809607267
1016,2.38255,0.72908,0.63131,3.8949,69.86,0.0364,-0.2535,0.2899,1816.9671,0.186679,-573.629946,-573.618539,-573.617595,-573.667073,42.077,-573.816624998
1017,1.88133,0.88284,0.83105,1.8016,69.64,0.03991,-0.25407,0.29398,1573.7843,0.186808,-573.63576,-573.624457,-573.623513,-573.672249,41.817,-573.822567166
1018,1.61575,0.94613,0.70443,4.8767,70.61,0.0452,-0.24767,0.29287,1678.7432,0.184537,-573.620308,-573.608036,-573.607092,-573.658253,43.893,-573.804845047
1019,2.03863,0.84867,0.68764,4.0527,70.18,0.03368,-0.23838,0.27206,1693.5695,0.187597,-573.635739,-573.624879,-573.623935,-573.671641,41.193,-573.823336159
1020,2.34467,0.70858,0.63424,3.1611,70.26,0.04677,-0.25502,0.30179,1837.0538,0.186506,-573.634021,-573.622604,-573.62166,-573.670907,41.951,-573.820526581
1021,1.88777,0.89517,0.63368,3.966,70.8,0.03463,-0.24898,0.28361,1747.3295,0.186585,-573.634067,-573.622907,-573.621963,-573.670708,41.812,-573.820651341
1022,1.54054,1.07568,0.7501,3.0442,69.79,0.04793,-0.25601,0.30394,1589.7286,0.186656,-573.629896,-573.61859,-573.617646,-573.666508,41.91,-573.816552507
1023,1.99808,0.83544,0.73617,4.0027,70.12,0.03923,-0.24468,0.28391,1665.1138,0.185845,-573.623708,-573.612028,-573.611084,-573.660919,42.864,-573.809552958
1024,1.87977,0.83834,0.77089,6.6593,70.5,0.02577,-0.24264,0.26841,1649.5897,0.185503,-573.624884,-573.613071,-573.612127,-573.662155,43.166,-573.810387511
1025,1.46322,1.12628,0.89247,3.1604,70.33,0.05094,-0.24811,0.29905,1488.203,0.185563,-573.622839,-573.611018,-573.610073,-573.65988,43.086,-573.808402047
1026,2.68525,0.70058,0.63006,5.2938,70.51,0.04059,-0.25251,0.2931,1824.44,0.186846,-573.632485,-573.621191,-573.620247,-573.669994,41.628,-573.819331811
1027,2.32972,0.67421,0.66694,1.8738,70.25,0.03457,-0.25718,0.29175,1828.9079,0.185833,-573.62762,-573.615974,-573.61503,-573.664845,42.699,-573.813453362
1028,2.00648,0.751,0.63008,4.997,70.3,0.03665,-0.2534,0.29005,1825.1445,0.185742,-573.622126,-573.610453,-573.609509,-573.659317,42.847,-573.807867258
1029,1.90847,0.94121,0.69971,7.3453,70.83,0.02857,-0.23297,0.26154,1647.1895,0.186148,-573.625187,-573.613763,-573.612819,-573.661922,42.282,-573.811334978
1030,2.00699,0.81612,0.67549,3.0142,70.35,0.04017,-0.24923,0.2894,1730.6625,0.186146,-573.626877,-573.615365,-573.614421,-573.664304,42.465,-573.813023341
1031,2.01311,0.74159,0.61853,3.526,70.12,0.04563,-0.25828,0.30391,1847.4696,0.186097,-573.632697,-573.621158,-573.620214,-573.669798,42.499,-573.818794187
1032,2.12456,0.88888,0.83038,3.7176,70.13,0.03694,-0.24971,0.28665,1543.2122,0.187986,-573.639112,-573.628481,-573.627536,-573.674737,40.338,-573.827097779
1033,2.12176,0.92876,0.82064,2.0734,69.92,0.04912,-0.2552,0.30432,1525.8468,0.188922,-573.640661,-573.630435,-573.629491,-573.675683,39.509,-573.82958368
1034,1.51582,0.98339,0.80814,5.1985,69.84,0.03092,-0.24597,0.27689,1589.4337,0.185653,-573.623121,-573.611359,-573.610415,-573.660422,43.127,-573.808774125
1036,1.69935,0.99367,0.77247,3.8789,70.1,0.03714,-0.2495,0.28664,1582.845,0.186851,-573.633176,-573.621994,-573.62105,-573.669505,41.986,-573.82002699
1037,2.24072,0.77387,0.65638,2.9412,70.71,0.04875,-0.25505,0.3038,1762.3778,0.186076,-573.628885,-573.617419,-573.616475,-573.665859,42.489,-573.814960703
1038,1.76781,0.81833,0.69716,4.0428,70.39,0.04082,-0.25003,0.29085,1734.5016,0.185829,-573.622836,-573.611145,-573.610201,-573.659987,42.798,-573.808664975
1039,1.8643,0.80458,0.69489,4.3142,70.17,0.03823,-0.24613,0.28436,1732.3109,0.186842,-573.630893,-573.619681,-573.618737,-573.667398,41.867,-573.817735715
1040,1.75412,0.92169,0.70307,3.2942,70.17,0.04721,-0.24822,0.29543,1672.7529,0.186793,-573.63273,-573.621483,-573.620539,-573.669183,42.059,-573.819522763
1041,1.99434,0.88876,0.70312,6.2202,70.35,0.03266,-0.24551,0.27817,1665.4658,0.186739,-573.626639,-573.615331,-573.614387,-573.663567,41.888,-573.813378071
1042,2.32312,0.68715,0.6821,2.8123,70.3,0.05148,-0.2538,0.30528,1804.5608,0.186077,-573.63115,-573.619545,-573.618601,-573.66823,42.567,-573.817226218
1043,2.43991,0.74131,0.58945,2.2102,70.97,0.04651,-0.24789,0.2944,1858.8203,0.186105,-573.633728,-573.62227,-573.621326,-573.670718,42.417,-573.819833814
1044,3.19816,0.60676,0.57949,4.1886,71.07,0.05307,-0.25912,0.31219,1969.2437,0.185692,-573.628872,-573.618123,-573.617179,-573.664773,40.352,-573.814563459
1045,1.92419,0.74699,0.69512,3.9753,70.53,0.04931,-0.24901,0.29832,1773.0095,0.185701,-573.624289,-573.612487,-573.611543,-573.661851,42.982,-573.80999012
1046,1.91297,0.73587,0.67377,2.0499,70.14,0.04151,-0.26182,0.30333,1811.3603,0.185638,-573.629517,-573.617524,-573.61658,-573.667738,42.963,-573.815155427
1047,2.03626,0.90278,0.78844,2.5282,70.01,0.04028,-0.25157,0.29185,1573.1516,0.187848,-573.635586,-573.624777,-573.623832,-573.671278,40.965,-573.823434639
1048,2.37097,0.66558,0.58927,5.011,70.44,0.04357,-0.2522,0.29577,1930.3209,0.186416,-573.634363,-573.622955,-573.622011,-573.671494,42.04,-573.820778632
1049,2.11547,0.82549,0.65719,2.9768,70.4,0.04599,-0.25405,0.30004,1737.8091,0.186667,-573.635832,-573.624623,-573.623679,-573.673041,41.737,-573.822499231
1050,1.95056,0.81591,0.745,3.8364,70.13,0.0479,-0.24612,0.29402,1677.8261,0.186515,-573.628196,-573.616729,-573.615784,-573.665145,42.252,-573.814710787
1051,1.88911,0.81385,0.63246,4.2563,70.34,0.03907,-0.25315,0.29222,1790.8234,0.186403,-573.630184,-573.618778,-573.617833,-573.667595,42.091,-573.816587214
1052,2.71024,0.62164,0.57379,1.2908,70.56,0.03,-0.25811,0.28811,1980.081,0.185677,-573.626239,-573.614474,-573.613529,-573.66404,42.635,-573.811916522
1053,2.36796,0.70178,0.59248,2.2148,70.73,0.05756,-0.25684,0.3144,1892.6309,0.185499,-573.628551,-573.616686,-573.615741,-573.66601,43.099,-573.814050033
1054,1.5189,1.00792,0.71586,1.1188,69.81,0.04678,-0.25859,0.30537,1652.0891,0.186362,-573.62918,-573.617788,-573.616843,-573.666102,42.244,-573.81554211
1055,1.57995,1.00437,0.80215,4.2429,70.2,0.03897,-0.24414,0.28311,1573.4342,0.185672,-573.621528,-573.6097,-573.608756,-573.658894,42.878,-573.807200587
1056,1.70919,0.94369,0.82417,1.6231,69.91,0.05062,-0.26119,0.31181,1570.987,0.186941,-573.631154,-573.619797,-573.618852,-573.667815,41.791,-573.818095111
1057,1.58237,1.08303,0.85779,2.0457,70.0,0.04477,-0.26184,0.30661,1499.4742,0.187817,-573.635976,-573.625195,-573.624251,-573.671832,40.82,-573.823792425
1058,1.64796,0.91777,0.79141,2.0916,70.22,0.0534,-0.25346,0.30686,1613.2067,0.185534,-573.617068,-573.605283,-573.604339,-573.654142,43.092,-573.8026022
1059,2.23853,0.75193,0.64156,4.84,70.21,0.03639,-0.2502,0.28659,1796.0394,0.185898,-573.625585,-573.61391,-573.612966,-573.662711,42.834,-573.811482707
1060,1.94757,0.95443,0.84774,2.3441,69.92,0.04577,-0.25901,0.30478,1514.042,0.18836,-573.638363,-573.627826,-573.626882,-573.673721,40.161,-573.826723469
1061,1.86065,0.83146,0.66191,5.4375,70.64,0.03449,-0.24096,0.27545,1757.9951,0.186174,-573.628948,-573.617453,-573.616509,-573.666314,42.14,-573.815121934
1062,2.19217,0.74864,0.62301,1.1912,70.65,0.05634,-0.2551,0.31144,1827.1384,0.185946,-573.630783,-573.619186,-573.618242,-573.66789,42.706,-573.816728272
1063,1.35409,1.25829,0.76614,2.5497,69.77,0.03549,-0.25321,0.2887,1554.4652,0.18709,-573.629382,-573.618319,-573.617375,-573.665733,41.599,-573.816472074
1064,2.27498,0.73613,0.7115,2.2363,70.06,0.04911,-0.25864,0.30775,1732.3085,0.186974,-573.634448,-573.623201,-573.622257,-573.671133,41.704,-573.821422804
1066,1.80105,0.85766,0.75936,2.9536,70.2,0.05267,-0.25438,0.30705,1655.263,0.186531,-573.633263,-573.621821,-573.620877,-573.669984,42.283,-573.819793507
1067,1.6339,0.9872,0.87684,2.0274,70.26,0.04748,-0.25038,0.29786,1523.5095,0.187029,-573.631266,-573.620167,-573.619223,-573.667537,41.484,-573.818294233
1068,2.53616,0.68736,0.60047,6.4783,70.82,0.03899,-0.23879,0.27778,1881.9869,0.185689,-573.624777,-573.613022,-573.612078,-573.662171,42.799,-573.810465842
1069,1.48345,1.19153,0.90999,2.2186,70.52,0.04328,-0.25497,0.29825,1448.8433,0.187424,-573.634559,-573.623682,-573.622738,-573.670085,41.289,-573.821983533
1070,1.91772,0.87081,0.67968,1.0576,70.31,0.04093,-0.24946,0.29039,1702.0531,0.186437,-573.631178,-573.619841,-573.618897,-573.667818,42.164,-573.817614507
1071,2.23777,0.81678,0.80231,3.9483,70.36,0.04003,-0.24833,0.28836,1600.2674,0.187786,-573.636161,-573.62548,-573.624536,-573.672129,40.528,-573.823946661
1073,1.73749,0.89144,0.67874,1.5681,70.39,0.04113,-0.25664,0.29777,1709.9629,0.185887,-573.624348,-573.612756,-573.611811,-573.661848,42.579,-573.810235535
1074,2.32394,0.70946,0.63439,2.7238,70.35,0.0472,-0.25526,0.30246,1837.7701,0.186731,-573.633567,-573.622248,-573.621304,-573.670359,41.663,-573.820297392
1075,2.02166,0.85295,0.65201,5.4243,70.73,0.03665,-0.2456,0.28225,1729.8173,0.186534,-573.630934,-573.619617,-573.618672,-573.667601,42.217,-573.817467572
1076,1.72752,0.86766,0.72464,4.729,70.25,0.04065,-0.25101,0.29166,1691.6838,0.18588,-573.631007,-573.619332,-573.618388,-573.668512,42.453,-573.816887564
1077,2.20125,0.72257,0.65912,4.5114,70.27,0.03469,-0.24441,0.2791,1804.9375,0.185939,-573.628901,-573.617307,-573.616363,-573.66598,42.562,-573.814840695
1078,2.29293,0.67194,0.59049,3.8994,70.42,0.02622,-0.26018,0.2864,1926.4804,0.186131,-573.631289,-573.619782,-573.618837,-573.668505,42.347,-573.817420967
1080,2.28234,0.72091,0.64987,2.7188,70.75,0.04812,-0.24776,0.29588,1816.3952,0.185324,-573.624815,-573.612951,-573.612007,-573.662403,43.214,-573.810139554
1081,2.45096,0.74429,0.65896,2.945,70.22,0.04363,-0.25667,0.3003,1763.6486,0.186444,-573.628235,-573.616828,-573.615884,-573.665065,41.971,-573.814678753
